ID,Count
18510,171.665951060367
18511,199.087161071739
18512,229.261287836221
18513,296.255676173553
18514,420.5012866926
18515,466.180812228276
18516,471.119868755915
18517,416.668794742191
18518,445.520441889984
18519,439.893156174067
18520,428.665574122167
18521,438.651644697174
18522,449.447396670155
18523,476.909090751426
18524,458.293165943016
18525,427.768177239412
18526,429.320066585528
18527,419.172059730926
18528,382.352554969088
18529,305.137342524734
18530,258.240176360449
18531,213.374631854106
18532,179.598072450649
18533,160.769899828042
18534,172.871298399267
18535,200.485045616255
18536,230.871039108965
18537,298.335826539447
18538,423.453823895162
18539,469.454086852596
18540,474.42782281786
18541,419.594422217197
18542,448.648650342158
18543,442.981852807963
18544,431.67543662463
18545,441.731624095383
18546,452.603178117819
18547,480.257693662392
18548,461.511057694953
18549,430.771738696514
18550,432.334524587239
18551,422.115263806149
18552,385.018513048428
18553,307.264916547818
18554,260.040759292696
18555,214.862389203508
18556,180.85032230765
18557,161.890870010642
18558,174.076645738167
18559,201.882930160771
18560,232.480790381709
18561,300.415976905341
18562,426.406361097724
18563,472.727361476915
18564,477.735776879806
18565,422.520049692202
18566,451.776858794333
18567,446.070549441859
18568,434.685299127092
18569,444.811603493592
18570,455.758959565483
18571,483.606296573358
18572,464.728949446889
18573,433.775300153616
18574,435.34898258895
18575,425.058467881372
18576,387.684471127769
18577,309.392490570903
18578,261.841342224943
18579,216.35014655291
18580,182.10257216465
18581,163.011840193242
18582,175.281993077067
18583,203.280814705288
18584,234.090541654452
18585,302.496127271235
18586,429.358898300286
18587,476.000636101235
18588,481.043730941751
18589,425.445677167208
18590,454.905067246508
18591,449.159246075755
18592,437.695161629555
18593,447.8915828918
18594,458.914741013147
18595,486.954899484323
18596,467.946841198825
18597,436.778861610717
18598,438.363440590661
18599,428.001671956595
18600,390.350429207109
18601,311.520064593988
18602,263.64192515719
18603,217.837903902311
18604,183.354822021651
18605,164.132810375843
18606,176.487340415967
18607,204.678699249804
18608,235.700292927196
18609,304.57627763713
18610,432.311435502848
18611,479.273910725555
18612,484.351685003697
18613,428.371304642213
18614,458.033275698682
18615,452.247942709652
18616,440.705024132017
18617,450.971562290009
18618,462.070522460811
18619,490.303502395289
18620,471.164732950762
18621,439.782423067819
18622,441.377898592372
18623,430.944876031818
18624,393.01638728645
18625,313.647638617072
18626,265.442508089437
18627,219.325661251713
18628,184.607071878651
18629,165.253780558443
18630,177.692687754867
18631,206.07658379432
18632,237.31004419994
18633,306.656428003024
18634,435.26397270541
18635,482.547185349874
18636,487.659639065642
18637,431.296932117219
18638,461.161484150857
18639,455.336639343548
18640,443.71488663448
18641,454.051541688218
18642,465.226303908475
18643,493.652105306255
18644,474.382624702698
18645,442.785984524921
18646,444.392356594083
18647,433.888080107041
18648,395.68234536579
18649,315.775212640157
18650,267.243091021684
18651,220.813418601115
18652,185.859321735651
18653,166.374750741043
18654,178.898035093767
18655,207.474468338837
18656,238.919795472683
18657,308.736578368918
18658,438.216509907972
18659,485.820459974194
18660,490.967593127587
18661,434.222559592225
18662,464.289692603032
18663,458.425335977444
18664,446.724749136943
18665,457.131521086427
18666,468.382085356139
18667,497.000708217221
18668,477.600516454634
18669,445.789545982022
18670,447.406814595794
18671,436.831284182264
18672,398.348303445131
18673,317.902786663242
18674,269.043673953932
18675,222.301175950516
18676,187.111571592652
18677,167.495720923643
18678,180.103382432667
18679,208.872352883353
18680,240.529546745427
18681,310.816728734813
18682,441.169047110535
18683,489.093734598513
18684,494.275547189533
18685,437.14818706723
18686,467.417901055206
18687,461.51403261134
18688,449.734611639406
18689,460.211500484636
18690,471.537866803803
18691,500.349311128186
18692,480.818408206571
18693,448.793107439124
18694,450.421272597505
18695,439.774488257487
18696,401.014261524471
18697,320.030360686326
18698,270.844256886179
18699,223.788933299918
18700,188.363821449652
18701,168.616691106243
18702,181.308729771567
18703,210.270237427869
18704,242.139298018171
18705,312.896879100707
18706,444.121584313097
18707,492.367009222833
18708,497.583501251478
18709,440.073814542236
18710,470.546109507381
18711,464.602729245236
18712,452.744474141868
18713,463.291479882844
18714,474.693648251467
18715,503.697914039152
18716,484.036299958507
18717,451.796668896226
18718,453.435730599215
18719,442.71769233271
18720,403.680219603812
18721,322.157934709411
18722,272.644839818426
18723,225.276690649319
18724,189.616071306653
18725,169.737661288843
18726,182.514077110467
18727,211.668121972385
18728,243.749049290914
18729,314.977029466601
18730,447.074121515659
18731,495.640283847152
18732,500.891455313423
18733,442.999442017241
18734,473.674317959556
18735,467.691425879132
18736,455.754336644331
18737,466.371459281053
18738,477.849429699131
18739,507.046516950118
18740,487.254191710444
18741,454.800230353327
18742,456.450188600926
18743,445.660896407933
18744,406.346177683152
18745,324.285508732496
18746,274.445422750673
18747,226.764447998721
18748,190.868321163653
18749,170.858631471443
18750,183.719424449367
18751,213.066006516902
18752,245.358800563658
18753,317.057179832495
18754,450.026658718221
18755,498.913558471472
18756,504.199409375369
18757,445.925069492247
18758,476.80252641173
18759,470.780122513028
18760,458.764199146794
18761,469.451438679262
18762,481.005211146795
18763,510.395119861084
18764,490.47208346238
18765,457.803791810429
18766,459.464646602637
18767,448.604100483156
18768,409.012135762493
18769,326.41308275558
18770,276.24600568292
18771,228.252205348123
18772,192.120571020654
18773,171.979601654044
18774,184.924771788267
18775,214.463891061418
18776,246.968551836401
18777,319.13733019839
18778,452.979195920783
18779,502.186833095792
18780,507.507363437314
18781,448.850696967252
18782,479.930734863905
18783,473.868819146924
18784,461.774061649256
18785,472.531418077471
18786,484.160992594459
18787,513.743722772049
18788,493.689975214316
18789,460.807353267531
18790,462.479104604348
18791,451.547304558379
18792,411.678093841833
18793,328.540656778665
18794,278.046588615168
18795,229.739962697524
18796,193.372820877654
18797,173.100571836644
18798,186.130119127167
18799,215.861775605934
18800,248.578303109145
18801,321.217480564284
18802,455.931733123345
18803,505.460107720111
18804,510.815317499259
18805,451.776324442258
18806,483.058943316079
18807,476.95751578082
18808,464.783924151719
18809,475.611397475679
18810,487.316774042123
18811,517.092325683015
18812,496.907866966253
18813,463.810914724632
18814,465.493562606059
18815,454.490508633602
18816,414.344051921174
18817,330.66823080175
18818,279.847171547415
18819,231.227720046926
18820,194.625070734654
18821,174.221542019244
18822,187.335466466067
18823,217.25966015045
18824,250.188054381889
18825,323.297630930178
18826,458.884270325907
18827,508.733382344431
18828,514.123271561205
18829,454.701951917263
18830,486.187151768254
18831,480.046212414717
18832,467.793786654181
18833,478.691376873888
18834,490.472555489787
18835,520.440928593981
18836,500.125758718189
18837,466.814476181734
18838,468.50802060777
18839,457.433712708825
18840,417.010010000514
18841,332.795804824834
18842,281.647754479662
18843,232.715477396328
18844,195.877320591655
18845,175.342512201844
18846,188.540813804967
18847,218.657544694967
18848,251.797805654632
18849,325.377781296072
18850,461.83680752847
18851,512.006656968751
18852,517.43122562315
18853,457.627579392269
18854,489.315360220429
18855,483.134909048613
18856,470.803649156644
18857,481.771356272097
18858,493.628336937451
18859,523.789531504946
18860,503.343650470125
18861,469.818037638836
18862,471.522478609481
18863,460.376916784048
18864,419.675968079855
18865,334.923378847919
18866,283.448337411909
18867,234.203234745729
18868,197.129570448655
18869,176.463482384444
18870,189.746161143867
18871,220.055429239483
18872,253.407556927376
18873,327.457931661967
18874,464.789344731032
18875,515.27993159307
18876,520.739179685096
18877,460.553206867274
18878,492.443568672603
18879,486.223605682509
18880,473.813511659107
18881,484.851335670306
18882,496.784118385115
18883,527.138134415912
18884,506.561542222062
18885,472.821599095938
18886,474.536936611192
18887,463.320120859271
18888,422.341926159195
18889,337.050952871004
18890,285.248920344156
18891,235.690992095131
18892,198.381820305656
18893,177.584452567044
18894,190.951508482767
18895,221.453313783999
18896,255.01730820012
18897,329.538082027861
18898,467.741881933594
18899,518.55320621739
18900,524.047133747041
18901,463.47883434228
18902,495.571777124778
18903,489.312302316405
18904,476.82337416157
18905,487.931315068514
18906,499.939899832779
18907,530.486737326878
18908,509.779433973998
18909,475.825160553039
18910,477.551394612903
18911,466.263324934494
18912,425.007884238535
18913,339.178526894089
18914,287.049503276404
18915,237.178749444532
18916,199.634070162656
18917,178.705422749644
18918,192.156855821667
18919,222.851198328516
18920,256.627059472863
18921,331.618232393755
18922,470.694419136156
18923,521.826480841709
18924,527.355087808986
18925,466.404461817286
18926,498.699985576953
18927,492.400998950301
18928,479.833236664032
18929,491.011294466723
18930,503.095681280443
18931,533.835340237844
18932,512.997325725934
18933,478.828722010141
18934,480.565852614613
18935,469.206529009717
18936,427.673842317876
18937,341.306100917173
18938,288.850086208651
18939,238.666506793934
18940,200.886320019656
18941,179.826392932244
18942,193.362203160567
18943,224.249082873032
18944,258.236810745607
18945,333.698382759649
18946,473.646956338718
18947,525.099755466029
18948,530.663041870932
18949,469.330089292291
18950,501.828194029127
18951,495.489695584197
18952,482.843099166495
18953,494.091273864932
18954,506.251462728107
18955,537.183943148809
18956,516.215217477871
18957,481.832283467243
18958,483.580310616324
18959,472.14973308494
18960,430.339800397216
18961,343.433674940258
18962,290.650669140898
18963,240.154264143336
18964,202.138569876657
18965,180.947363114845
18966,194.567550499467
18967,225.646967417548
18968,259.846562018351
18969,335.778533125544
18970,476.59949354128
18971,528.373030090348
18972,533.970995932877
18973,472.255716767297
18974,504.956402481302
18975,498.578392218093
18976,485.852961668958
18977,497.171253263141
18978,509.407244175771
18979,540.532546059775
18980,519.433109229807
18981,484.835844924344
18982,486.594768618035
18983,475.092937160163
18984,433.005758476557
18985,345.561248963343
18986,292.451252073145
18987,241.642021492737
18988,203.390819733657
18989,182.068333297445
18990,195.772897838367
18991,227.044851962064
18992,261.456313291094
18993,337.858683491438
18994,479.552030743842
18995,531.646304714668
18996,537.278949994822
18997,475.181344242302
18998,508.084610933477
18999,501.667088851989
19000,488.86282417142
19001,500.251232661349
19002,512.563025623435
19003,543.881148970741
19004,522.651000981743
19005,487.839406381446
19006,489.609226619746
19007,478.036141235386
19008,435.671716555897
19009,347.688822986427
19010,294.251835005392
19011,243.129778842139
19012,204.643069590658
19013,183.189303480045
19014,196.978245177267
19015,228.442736506581
19016,263.066064563838
19017,339.938833857332
19018,482.504567946405
19019,534.919579338988
19020,540.586904056768
19021,478.106971717308
19022,511.212819385651
19023,504.755785485885
19024,491.872686673883
19025,503.331212059558
19026,515.718807071099
19027,547.229751881707
19028,525.86889273368
19029,490.842967838548
19030,492.623684621457
19031,480.979345310609
19032,438.337674635238
19033,349.816397009512
19034,296.052417937639
19035,244.617536191541
19036,205.895319447658
19037,184.310273662645
19038,198.183592516167
19039,229.840621051097
19040,264.675815836582
19041,342.018984223226
19042,485.457105148967
19043,538.192853963307
19044,543.894858118713
19045,481.032599192313
19046,514.341027837826
19047,507.844482119782
19048,494.882549176346
19049,506.411191457767
19050,518.874588518763
19051,550.578354792672
19052,529.086784485616
19053,493.84652929565
19054,495.638142623168
19055,483.922549385832
19056,441.003632714578
19057,351.943971032597
19058,297.853000869887
19059,246.105293540942
19060,207.147569304658
19061,185.431243845245
19062,199.388939855067
19063,231.238505595613
19064,266.285567109325
19065,344.099134589121
19066,488.409642351529
19067,541.466128587627
19068,547.202812180659
19069,483.958226667319
19070,517.469236290001
19071,510.933178753678
19072,497.892411678808
19073,509.491170855976
19074,522.030369966427
19075,553.926957703638
19076,532.304676237553
19077,496.850090752751
19078,498.652600624879
19079,486.865753461055
19080,443.669590793919
19081,354.071545055681
19082,299.653583802134
19083,247.593050890344
19084,208.399819161659
19085,186.552214027845
19086,200.594287193967
19087,232.63639014013
19088,267.895318382069
19089,346.179284955015
19090,491.362179554091
19091,544.739403211946
19092,550.510766242604
19093,486.883854142324
19094,520.597444742175
19095,514.021875387574
19096,500.902274181271
19097,512.571150254184
19098,525.186151414091
19099,557.275560614604
19100,535.522567989489
19101,499.853652209853
19102,501.66705862659
19103,489.808957536278
19104,446.335548873259
19105,356.199119078766
19106,301.454166734381
19107,249.080808239746
19108,209.652069018659
19109,187.673184210445
19110,201.799634532867
19111,234.034274684646
19112,269.505069654813
19113,348.259435320909
19114,494.314716756653
19115,548.012677836266
19116,553.818720304549
19117,489.80948161733
19118,523.72565319435
19119,517.11057202147
19120,503.912136683734
19121,515.651129652393
19122,528.341932861755
19123,560.624163525569
19124,538.740459741425
19125,502.857213666955
19126,504.681516628301
19127,492.752161611501
19128,449.0015069526
19129,358.326693101851
19130,303.254749666628
19131,250.568565589147
19132,210.90431887566
19133,188.794154393046
19134,203.004981871767
19135,235.432159229162
19136,271.114820927556
19137,350.339585686804
19138,497.267253959215
19139,551.285952460586
19140,557.126674366495
19141,492.735109092335
19142,526.853861646525
19143,520.199268655366
19144,506.921999186196
19145,518.731109050602
19146,531.497714309419
19147,563.972766436535
19148,541.958351493362
19149,505.860775124056
19150,507.695974630011
19151,495.695365686724
19152,451.66746503194
19153,360.454267124936
19154,305.055332598875
19155,252.056322938549
19156,212.15656873266
19157,189.915124575646
19158,204.210329210667
19159,236.830043773678
19160,272.7245722003
19161,352.419736052698
19162,500.219791161778
19163,554.559227084905
19164,560.43462842844
19165,495.660736567341
19166,529.982070098699
19167,523.287965289262
19168,509.931861688659
19169,521.811088448811
19170,534.653495757083
19171,567.321369347501
19172,545.176243245298
19173,508.864336581158
19174,510.710432631722
19175,498.638569761947
19176,454.333423111281
19177,362.58184114802
19178,306.855915531123
19179,253.54408028795
19180,213.40881858966
19181,191.036094758246
19182,205.415676549567
19183,238.227928318195
19184,274.334323473043
19185,354.499886418592
19186,503.17232836434
19187,557.832501709225
19188,563.742582490385
19189,498.586364042346
19190,533.110278550874
19191,526.376661923158
19192,512.941724191122
19193,524.891067847019
19194,537.809277204747
19195,570.669972258467
19196,548.394134997234
19197,511.86789803826
19198,513.724890633433
19199,501.58177383717
19200,456.999381190621
19201,364.709415171105
19202,308.65649846337
19203,255.031837637352
19204,214.661068446661
19205,192.157064940846
19206,206.621023888467
19207,239.625812862711
19208,275.944074745787
19209,356.580036784486
19210,506.124865566902
19211,561.105776333544
19212,567.050536552331
19213,501.511991517352
19214,536.238487003048
19215,529.465358557054
19216,515.951586693584
19217,527.971047245228
19218,540.965058652411
19219,574.018575169432
19220,551.612026749171
19221,514.871459495361
19222,516.739348635144
19223,504.524977912393
19224,459.665339269962
19225,366.83698919419
19226,310.457081395617
19227,256.519594986754
19228,215.913318303661
19229,193.278035123446
19230,207.826371227367
19231,241.023697407227
19232,277.553826018531
19233,358.660187150381
19234,509.077402769464
19235,564.379050957864
19236,570.358490614276
19237,504.437618992358
19238,539.366695455223
19239,532.55405519095
19240,518.961449196047
19241,531.051026643437
19242,544.120840100075
19243,577.367178080398
19244,554.829918501107
19245,517.875020952463
19246,519.753806636855
19247,507.468181987616
19248,462.331297349302
19249,368.964563217274
19250,312.257664327864
19251,258.007352336155
19252,217.165568160662
19253,194.399005306046
19254,209.031718566267
19255,242.421581951743
19256,279.163577291274
19257,360.740337516275
19258,512.029939972026
19259,567.652325582184
19260,573.666444676221
19261,507.363246467363
19262,542.494903907398
19263,535.642751824847
19264,521.97131169851
19265,534.131006041646
19266,547.276621547739
19267,580.715780991364
19268,558.047810253044
19269,520.878582409565
19270,522.768264638566
19271,510.411386062839
19272,464.997255428642
19273,371.092137240359
19274,314.058247260111
19275,259.495109685557
19276,218.417818017662
19277,195.519975488646
19278,210.237065905167
19279,243.81946649626
19280,280.773328564018
19281,362.820487882169
19282,514.982477174588
19283,570.925600206503
19284,576.974398738167
19285,510.288873942369
19286,545.623112359572
19287,538.731448458743
19288,524.981174200972
19289,537.210985439854
19290,550.432402995403
19291,584.06438390233
19292,561.26570200498
19293,523.882143866667
19294,525.782722640277
19295,513.354590138062
19296,467.663213507983
19297,373.219711263444
19298,315.858830192359
19299,260.982867034959
19300,219.670067874663
19301,196.640945671246
19302,211.442413244067
19303,245.217351040776
19304,282.383079836762
19305,364.900638248063
19306,517.93501437715
19307,574.198874830823
19308,580.282352800112
19309,513.214501417374
19310,548.751320811747
19311,541.820145092639
19312,527.991036703435
19313,540.290964838063
19314,553.588184443067
19315,587.412986813295
19316,564.483593756916
19317,526.885705323768
19318,528.797180641988
19319,516.297794213285
19320,470.329171587323
19321,375.347285286528
19322,317.659413124606
19323,262.47062438436
19324,220.922317731663
19325,197.761915853847
19326,212.647760582967
19327,246.615235585292
19328,283.992831109505
19329,366.980788613958
19330,520.887551579713
19331,577.472149455143
19332,583.590306862058
19333,516.14012889238
19334,551.879529263922
19335,544.908841726535
19336,531.000899205898
19337,543.370944236272
19338,556.743965890731
19339,590.761589724261
19340,567.701485508853
19341,529.88926678087
19342,531.811638643699
19343,519.240998288508
19344,472.995129666664
19345,377.474859309613
19346,319.459996056853
19347,263.958381733762
19348,222.174567588663
19349,198.882886036447
19350,213.853107921867
19351,248.013120129809
19352,285.602582382249
19353,369.060938979852
19354,523.840088782275
19355,580.745424079462
19356,586.898260924003
19357,519.065756367385
19358,555.007737716096
19359,547.997538360431
19360,534.01076170836
19361,546.450923634481
19362,559.899747338395
19363,594.110192635227
19364,570.919377260789
19365,532.892828237972
19366,534.826096645409
19367,522.184202363731
19368,475.661087746004
19369,379.602433332698
19370,321.2605789891
19371,265.446139083164
19372,223.426817445664
19373,200.003856219047
19374,215.058455260767
19375,249.411004674325
19376,287.212333654993
19377,371.141089345746
19378,526.792625984837
19379,584.018698703782
19380,590.206214985948
19381,521.991383842391
19382,558.135946168271
19383,551.086234994327
19384,537.020624210823
19385,549.530903032689
19386,563.055528786059
19387,597.458795546193
19388,574.137269012725
19389,535.896389695073
19390,537.84055464712
19391,525.127406438954
19392,478.327045825345
19393,381.730007355782
19394,323.061161921347
19395,266.933896432565
19396,224.679067302664
19397,201.124826401647
19398,216.263802599667
19399,250.808889218841
19400,288.822084927736
19401,373.22123971164
19402,529.745163187399
19403,587.291973328101
19404,593.514169047894
19405,524.917011317396
19406,561.264154620446
19407,554.174931628223
19408,540.030486713286
19409,552.610882430898
19410,566.211310233723
19411,600.807398457158
19412,577.355160764662
19413,538.899951152175
19414,540.855012648831
19415,528.070610514176
19416,480.993003904685
19417,383.857581378867
19418,324.861744853595
19419,268.421653781967
19420,225.931317159665
19421,202.245796584247
19422,217.469149938567
19423,252.206773763357
19424,290.43183620048
19425,375.301390077535
19426,532.697700389961
19427,590.565247952421
19428,596.822123109839
19429,527.842638792402
19430,564.39236307262
19431,557.263628262119
19432,543.040349215748
19433,555.690861829107
19434,569.367091681387
19435,604.156001368124
19436,580.573052516598
19437,541.903512609277
19438,543.869470650542
19439,531.013814589399
19440,483.658961984026
19441,385.985155401952
19442,326.662327785842
19443,269.909411131368
19444,227.183567016665
19445,203.366766766847
19446,218.674497277467
19447,253.604658307874
19448,292.041587473224
19449,377.381540443429
19450,535.650237592523
19451,593.83852257674
19452,600.130077171784
19453,530.768266267407
19454,567.520571524795
19455,560.352324896016
19456,546.050211718211
19457,558.770841227316
19458,572.522873129051
19459,607.50460427909
19460,583.790944268535
19461,544.907074066379
19462,546.883928652253
19463,533.957018664622
19464,486.324920063366
19465,388.112729425037
19466,328.462910718089
19467,271.39716848077
19468,228.435816873665
19469,204.487736949447
19470,219.879844616367
19471,255.00254285239
19472,293.651338745967
19473,379.461690809323
19474,538.602774795086
19475,597.11179720106
19476,603.43803123373
19477,533.693893742413
19478,570.64877997697
19479,563.441021529912
19480,549.060074220674
19481,561.850820625525
19482,575.678654576715
19483,610.853207190056
19484,587.008836020471
19485,547.91063552348
19486,549.898386653964
19487,536.900222739846
19488,488.990878142707
19489,390.240303448121
19490,330.263493650336
19491,272.884925830172
19492,229.688066730666
19493,205.608707132048
19494,221.085191955266
19495,256.400427396906
19496,295.261090018711
19497,381.541841175218
19498,541.555311997648
19499,600.38507182538
19500,606.745985295675
19501,536.619521217419
19502,573.776988429144
19503,566.529718163808
19504,552.069936723136
19505,564.930800023733
19506,578.834436024379
19507,614.201810101021
19508,590.226727772407
19509,550.914196980582
19510,552.912844655675
19511,539.843426815068
19512,491.656836222047
19513,392.367877471206
19514,332.064076582583
19515,274.372683179573
19516,230.940316587666
19517,206.729677314648
19518,222.290539294167
19519,257.798311941423
19520,296.870841291455
19521,383.621991541112
19522,544.50784920021
19523,603.658346449699
19524,610.053939357621
19525,539.545148692424
19526,576.905196881319
19527,569.618414797704
19528,555.079799225599
19529,568.010779421942
19530,581.990217472043
19531,617.550413011987
19532,593.444619524344
19533,553.917758437684
19534,555.927302657386
19535,542.786630890291
19536,494.322794301388
19537,394.495451494291
19538,333.86465951483
19539,275.860440528975
19540,232.192566444667
19541,207.850647497248
19542,223.495886633067
19543,259.196196485939
19544,298.480592564198
19545,385.702141907006
19546,547.460386402772
19547,606.931621074019
19548,613.361893419566
19549,542.47077616743
19550,580.033405333494
19551,572.7071114316
19552,558.089661728062
19553,571.090758820151
19554,585.145998919707
19555,620.899015922953
19556,596.66251127628
19557,556.921319894785
19558,558.941760659097
19559,545.729834965514
19560,496.988752380728
19561,396.623025517375
19562,335.665242447078
19563,277.348197878377
19564,233.444816301667
19565,208.971617679848
19566,224.701233971966
19567,260.594081030455
19568,300.090343836942
19569,387.7822922729
19570,550.412923605334
19571,610.204895698338
19572,616.669847481511
19573,545.396403642435
19574,583.161613785668
19575,575.795808065496
19576,561.099524230524
19577,574.17073821836
19578,588.301780367371
19579,624.247618833918
19580,599.880403028216
19581,559.924881351887
19582,561.956218660807
19583,548.673039040737
19584,499.654710460069
19585,398.75059954046
19586,337.465825379325
19587,278.835955227778
19588,234.697066158668
19589,210.092587862448
19590,225.906581310866
19591,261.991965574971
19592,301.700095109685
19593,389.862442638795
19594,553.365460807896
19595,613.478170322658
19596,619.977801543457
19597,548.322031117441
19598,586.289822237843
19599,578.884504699392
19600,564.109386732987
19601,577.250717616568
19602,591.457561815035
19603,627.596221744884
19604,603.098294780153
19605,562.928442808989
19606,564.970676662518
19607,551.61624311596
19608,502.320668539409
19609,400.878173563545
19610,339.266408311572
19611,280.32371257718
19612,235.949316015668
19613,211.213558045048
19614,227.111928649766
19615,263.389850119488
19616,303.309846382429
19617,391.942593004689
19618,556.317998010458
19619,616.751444946978
19620,623.285755605402
19621,551.247658592446
19622,589.418030690018
19623,581.973201333288
19624,567.11924923545
19625,580.330697014777
19626,594.613343262699
19627,630.94482465585
19628,606.316186532089
19629,565.93200426609
19630,567.985134664229
19631,554.559447191183
19632,504.98662661875
19633,403.005747586629
19634,341.066991243819
19635,281.811469926582
19636,237.201565872668
19637,212.334528227648
19638,228.317275988666
19639,264.787734664004
19640,304.919597655173
19641,394.022743370583
19642,559.270535213021
19643,620.024719571297
19644,626.593709667347
19645,554.173286067452
19646,592.546239142192
19647,585.061897967184
19648,570.129111737912
19649,583.410676412986
19650,597.769124710363
19651,634.293427566816
19652,609.534078284025
19653,568.935565723192
19654,570.99959266594
19655,557.502651266406
19656,507.65258469809
19657,405.133321609714
19658,342.867574176066
19659,283.299227275983
19660,238.453815729669
19661,213.455498410248
19662,229.522623327566
19663,266.18561920852
19664,306.529348927916
19665,396.102893736477
19666,562.223072415583
19667,623.297994195617
19668,629.901663729293
19669,557.098913542457
19670,595.674447594367
19671,588.15059460108
19672,573.138974240375
19673,586.490655811195
19674,600.924906158027
19675,637.642030477781
19676,612.751970035962
19677,571.939127180294
19678,574.014050667651
19679,560.445855341629
19680,510.31854277743
19681,407.260895632799
19682,344.668157108314
19683,284.786984625385
19684,239.706065586669
19685,214.576468592849
